order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
2363,527404180,20,RL,60.0,7200,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,20.0,LwQ,620.0,224.0,864.0,GasA,3,Y,SBrkr,874,0,0,874,0.0,1.0,1,0,3,1,3,5,Typ,0,0,Detchd,1995.0,Unf,2.0,576.0,3,3,Y,63,0,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Normal,97500,35,35,1738.0,1.5,1,1,0
2364,527427210,120,RH,26.0,8773,Pave,NoFeature,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,951.0,Unf,0.0,536.0,1487.0,GasA,5,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,4,4,Typ,0,0,Attchd,2002.0,Fin,2.0,543.0,3,3,Y,196,68,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,WD,Normal,190000,4,4,2906.0,3.0,1,1,0
2365,527450010,160,RM,24.0,2760,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1973.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,12,2006,WD,Normal,105500,33,33,1617.0,1.5,1,1,0
2366,527450080,160,RM,24.0,2160,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,No,LwQ,402.0,Unf,0.0,363.0,765.0,GasA,4,Y,SBrkr,765,600,0,1365,0.0,0.0,1,1,3,1,4,7,Min1,1,2,Attchd,1973.0,Unf,2.0,440.0,3,3,Y,0,36,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,125500,33,33,2130.0,1.5,1,1,1
2367,527450210,160,RM,21.0,1953,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,No,BLQ,309.0,Unf,0.0,174.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3,Y,72,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,83000,33,33,1470.0,1.5,1,1,0
2368,527450460,160,RM,21.0,1890,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,3,3,CBlock,3,3,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,5,Y,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,116000,34,34,1524.0,1.5,1,1,0
2369,527451200,160,RM,21.0,1680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,3,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,Typ,0,0,NoFeature,1971.0,NoFeature,0.0,0.0,0,0,N,201,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2006,WD,Abnorml,91500,35,35,1890.0,1.5,0,1,0
2370,527451380,160,RM,21.0,1680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,3,3,CBlock,3,3,No,BLQ,317.0,Unf,0.0,355.0,672.0,GasA,4,Y,SBrkr,672,546,0,1218,0.0,1.0,1,1,3,1,3,7,Typ,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,Y,0,28,0,0,0,0,0,NoFeature,NoFeature,0,5,2006,WD,Normal,118000,34,34,1890.0,2.0,1,1,0
2371,527451450,160,RM,21.0,1680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,3,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,89000,34,34,1431.0,1.5,1,1,0
2372,527451460,160,RM,21.0,1680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,No,BLQ,382.0,Unf,0.0,143.0,525.0,GasA,4,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,Y,352,0,0,0,0,0,0,GdPrv,NoFeature,0,10,2006,WD,Normal,108000,34,34,1617.0,1.5,1,1,0
2373,527451520,160,RM,21.0,1680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,483.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,1,1,Attchd,1972.0,Unf,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,94500,34,34,1470.0,1.5,1,1,1
2374,527452070,120,RL,53.0,4043,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,4,3,No,ALQ,727.0,BLQ,156.0,186.0,1069.0,GasA,4,Y,SBrkr,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,Typ,1,1,Attchd,1975.0,RFn,2.0,440.0,3,3,Y,0,55,0,0,225,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,146300,31,31,2138.0,2.5,1,1,1
2375,527452290,20,RL,65.0,7514,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,Mn,ALQ,373.0,Rec,108.0,462.0,943.0,GasA,3,Y,SBrkr,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,1974.0,RFn,1.0,300.0,3,3,Y,0,0,240,0,0,0,0,NoFeature,NoFeature,0,9,2006,WD,Normal,145000,39,31,2330.0,2.0,1,1,1
2376,527452310,85,RL,68.0,7838,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,Av,ALQ,769.0,Unf,0.0,95.0,864.0,GasA,3,Y,SBrkr,900,0,0,900,1.0,0.0,1,0,3,1,3,6,Typ,1,1,Attchd,1967.0,RFn,1.0,288.0,3,3,Y,175,144,0,0,0,0,0,MnWw,NoFeature,0,12,2006,WD,Normal,123000,39,39,1764.0,2.0,1,1,1
2377,527453070,120,RL,24.0,2280,Pave,NoFeature,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,120.0,BLQ,492.0,443.0,1055.0,GasA,3,Y,SBrkr,1055,0,0,1055,1.0,0.0,2,0,2,1,3,4,Typ,0,0,Attchd,1976.0,Unf,1.0,319.0,3,3,Y,0,29,0,0,0,0,0,NoFeature,NoFeature,0,4,2006,WD,Normal,137500,30,30,2110.0,3.0,1,1,0
2378,527455100,160,RL,24.0,2179,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,NoMasVnr,0.0,3,3,CBlock,4,3,No,ALQ,70.0,Unf,0.0,785.0,855.0,GasA,4,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2.0,460.0,3,3,Y,0,28,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,144000,30,30,2311.0,2.5,1,1,1
2379,528102010,20,RL,129.0,16737,Pave,NoFeature,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,4,3,PConc,5,3,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,GasA,5,Y,SBrkr,1980,0,0,1980,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2004.0,Fin,3.0,770.0,3,3,Y,194,45,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,WD,Normal,315000,2,1,3960.0,3.0,1,1,1
2380,528102080,60,RL,72.0,16387,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,5,4,No,GLQ,1369.0,Unf,0.0,369.0,1738.0,GasA,4,Y,SBrkr,1738,851,0,2589,1.0,0.0,2,1,4,1,5,11,Typ,1,4,Attchd,2006.0,RFn,3.0,831.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,New,Partial,412083,0,0,4327.0,3.5,1,1,1
2381,528106010,60,RL,111.0,16259,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,Av,Unf,0.0,Unf,0.0,1249.0,1249.0,GasA,5,Y,SBrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,Typ,0,0,Attchd,2006.0,RFn,3.0,840.0,3,3,Y,240,154,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,342643,0,0,3845.0,3.5,1,1,0
2382,528106120,20,RL,110.0,16163,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,1618.0,1618.0,GasA,5,Y,SBrkr,1618,0,0,1618,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2004.0,Fin,3.0,880.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,252000,2,2,3236.0,2.0,1,1,1
2383,528110050,20,RL,107.0,13891,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,5,3,PConc,5,4,Gd,GLQ,1386.0,Unf,0.0,690.0,2076.0,GasA,5,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,Typ,1,4,Attchd,2006.0,Fin,3.0,850.0,3,3,Y,216,229,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,465000,0,0,4152.0,3.5,1,1,1
2384,528112010,20,RL,108.0,12228,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,5,4,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,5,Y,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,Attchd,2006.0,RFn,3.0,874.0,3,3,Y,0,43,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,293000,0,0,3461.0,2.0,1,1,0
2385,528114010,20,RL,120.0,14780,Pave,NoFeature,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5,3,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,5,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,Typ,1,4,Attchd,2005.0,Fin,3.0,1085.0,3,3,Y,354,56,0,0,156,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,415000,1,1,3736.0,3.0,1,1,1
2386,528116030,20,RL,98.0,16033,Pave,NoFeature,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,4,3,PConc,5,3,Gd,GLQ,1261.0,Unf,0.0,572.0,1833.0,GasA,5,Y,SBrkr,1850,0,0,1850,1.0,0.0,2,0,3,1,4,8,Typ,1,4,Attchd,2004.0,Fin,3.0,772.0,3,3,Y,519,112,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Normal,326000,2,1,3683.0,3.0,1,1,1
2387,528118010,60,RL,101.0,14215,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,4,3,PConc,5,3,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,5,Y,SBrkr,1158,1218,0,2376,0.0,0.0,3,1,4,1,4,9,Typ,1,4,BuiltIn,2005.0,RFn,3.0,853.0,3,3,Y,240,154,0,0,0,0,0,NoFeature,NoFeature,0,11,2006,New,Partial,325300,1,0,3534.0,3.5,1,1,1
2388,528118020,60,RL,108.0,13418,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,4,3,PConc,5,3,Av,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,5,Y,SBrkr,1132,1320,0,2452,0.0,0.0,3,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,Fin,3.0,691.0,3,3,Y,113,32,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,WD,Normal,309000,2,1,3569.0,3.5,1,1,1
2389,528118110,60,RL,120.0,13975,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,5,Y,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,Fin,3.0,670.0,3,3,Y,148,95,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,New,Partial,300000,1,0,3296.0,2.5,1,1,1
2390,528120110,60,RL,80.0,10240,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,4,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,3.0,878.0,3,3,Y,192,52,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Normal,275500,1,1,3128.0,2.5,1,1,1
2391,528120140,60,RL,82.0,9942,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,5,3,PConc,5,4,Av,GLQ,1290.0,Unf,0.0,316.0,1606.0,GasA,5,Y,SBrkr,1625,466,0,2091,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,2.0,521.0,3,3,Y,194,84,0,0,0,0,0,NoFeature,NoFeature,0,5,2006,New,Partial,338500,1,0,3697.0,3.5,1,1,1
2392,528138030,60,RL,85.0,11924,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,5,3,PConc,5,3,No,GLQ,998.0,Unf,0.0,177.0,1175.0,GasA,5,Y,SBrkr,1182,1142,0,2324,1.0,0.0,3,0,4,1,5,11,Typ,2,4,BuiltIn,2005.0,Fin,3.0,736.0,3,3,Y,147,21,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,345000,1,0,3499.0,4.0,1,1,1
2393,528142010,60,RL,103.0,12867,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,NoFeature,0.0,4,3,PConc,5,3,Av,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,5,Y,SBrkr,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,Fin,2.0,575.0,3,3,Y,243,142,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,344133,1,0,3462.0,2.5,1,1,1
2394,528142060,60,RL,82.0,10672,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,5,3,Gd,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,4,Y,SBrkr,1054,1335,0,2389,0.0,0.0,2,1,4,1,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3.0,672.0,3,3,Y,176,64,0,0,0,0,0,NoFeature,NoFeature,0,11,2006,New,Partial,298236,0,0,3443.0,2.5,1,1,1
2395,528142070,60,RL,82.0,11643,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,4,3,PConc,5,3,Av,GLQ,880.0,Unf,0.0,644.0,1524.0,GasA,5,Y,SBrkr,1544,814,0,2358,1.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,Fin,3.0,784.0,3,3,Y,120,34,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,New,Partial,329900,1,0,3882.0,3.5,1,1,1
2396,528142110,20,RL,90.0,12378,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,5,3,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,GasA,5,Y,SBrkr,1944,0,0,1944,1.0,0.0,2,0,3,1,5,8,Typ,3,5,Attchd,2003.0,Fin,3.0,708.0,3,3,Y,208,175,0,0,0,0,0,NoFeature,NoFeature,0,11,2006,WD,Normal,360000,3,2,3840.0,3.0,1,1,1
2397,528144030,60,RL,86.0,11065,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4,3,Mn,Unf,0.0,Unf,0.0,1085.0,1085.0,GasA,5,Y,SBrkr,1120,850,0,1970,0.0,0.0,2,1,3,1,5,8,Typ,1,4,BuiltIn,2006.0,Fin,3.0,753.0,3,3,Y,177,74,0,0,0,0,0,NoFeature,NoFeature,0,10,2006,New,Partial,281000,0,0,3055.0,2.5,1,1,1
2398,528150080,20,RL,121.0,13758,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,5,3,PConc,5,3,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,5,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,RFn,3.0,925.0,3,3,Y,204,49,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,New,Partial,372397,1,0,3584.0,3.0,1,1,1
2399,528150090,20,RL,131.0,14828,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,5,3,PConc,5,3,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,GasA,5,Y,SBrkr,1780,0,0,1780,1.0,0.0,2,0,2,1,5,7,Typ,1,4,Attchd,2004.0,Fin,3.0,816.0,3,3,Y,144,68,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,WD,Normal,378000,2,1,3560.0,3.0,1,1,1
2400,528164040,20,RL,72.0,11846,Pave,NoFeature,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,5,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2003.0,Fin,3.0,874.0,3,3,Y,206,49,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,WD,Normal,374000,3,2,3584.0,3.0,1,1,1
2401,528170040,60,RL,56.0,20431,Pave,NoFeature,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,5,3,PConc,5,3,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,5,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,5,10,Typ,2,5,Attchd,2006.0,Fin,3.0,706.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2006,New,Partial,437154,1,0,4576.0,3.5,1,1,1
2402,528172020,60,RL,74.0,10927,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,4,3,Av,GLQ,546.0,Unf,0.0,512.0,1058.0,GasA,5,Y,SBrkr,1058,846,0,1904,1.0,0.0,2,1,3,1,5,8,Typ,1,4,BuiltIn,2003.0,Fin,2.0,736.0,3,3,Y,179,60,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,275000,1,1,2962.0,3.5,1,1,1
2403,528172150,60,RL,92.0,13215,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,4,3,PConc,4,3,No,GLQ,994.0,Unf,0.0,426.0,1420.0,GasA,5,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,4,9,Typ,1,3,BuiltIn,2004.0,RFn,3.0,746.0,3,3,Y,168,127,0,0,0,0,0,NoFeature,NoFeature,0,2,2006,WD,Normal,279000,2,2,3334.0,3.5,1,1,1
2404,528174080,120,RL,43.0,7052,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,5,Y,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,RFn,2.0,484.0,3,3,Y,192,36,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,185850,1,1,2728.0,3.0,1,1,1
2405,528180080,120,RL,48.0,5911,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,5,3,PConc,5,3,No,GLQ,472.0,Unf,0.0,1088.0,1560.0,GasA,5,Y,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2005.0,RFn,2.0,556.0,3,3,Y,196,56,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Normal,282500,1,1,3125.0,3.0,1,1,1
2406,528181030,120,RL,48.0,6955,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,5,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,RFn,2.0,474.0,3,3,Y,132,35,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,202500,1,0,2736.0,2.0,1,1,1
